Species,abbrev,lm_id,name,Exceptions,charmm36,concentration
LPE 22:1,LPE 22:1,LMGP02050023,PE(22:1(11Z)/0:0),False,NA,0.0
LPE 22:2,LPE 22:2,LMGP02050056,"PE(0:0/22:2(13Z,16Z))",False,NA,2.31005265572881e-05
LPE 22:2,LPE 22:2,LMGP02050024,"PE(22:2(13Z,16Z)/0:0)",False,NA,2.31005265572881e-05
LPE 22:4,LPE 22:4,LMGP02050014,"PE(22:4(7Z,10Z,13Z,16Z)/0:0)",False,NA,0.0015729888325189
LPE 22:4,LPE 22:4,LMGP02050057,"PE(0:0/22:4(7Z,10Z,13Z,16Z))",False,NA,0.0015729888325189
LPE 22:5,LPE 22:5,LMGP02050069,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",False,NA,0.0280412957553314
LPE 22:5,LPE 22:5,LMGP02050058,"PE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))",False,NA,0.0280412957553314
LPE 22:5,LPE 22:5,LMGP02050070,"PE(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",False,NA,0.0280412957553314
LPE 22:5,LPE 22:5,LMGP02050059,"PE(0:0/22:5(7Z,10Z,13Z,16Z,19Z))",False,NA,0.0280412957553314
LPE 22:6,LPE 22:6,LMGP02050060,"PE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",False,NA,0.0407114886115228
LPE 22:6,LPE 22:6,LMGP02050013,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",False,NA,0.0407114886115228
LPEO- 16:0,LPE O-16:0,LMGP02060002,PE(O-16:0/0:0),True,NA,0.0
LPEO- 16:1,NA,NA,NA,False,NA,0.0097017835922575
LPEO- 18:0,LPE O-18:0,LMGP02060003,PE(O-18:0/0:0),True,NA,0.0
LPEO- 18:1,LPE O-18:1,LMGP02060004,PE(O-18:1(9Z)/0:0),True,NA,0.0
LPEO- 18:1,LPE O-18:1,LMGP02070002,PE(P-18:0/0:0),True,NA,0.0
LPEO- 18:2,NA,NA,NA,False,NA,0.0037200205093383
LPEO- 20:1,NA,NA,NA,False,NA,9.7191827421882e-05
LPEO- 20:2,NA,NA,NA,False,NA,0.0
LPEO- 22:1,NA,NA,NA,False,NA,0.0
LPEO- 22:2,NA,NA,NA,False,NA,0.0
LPEO- 22:6,NA,NA,NA,False,NA,0.0002342776589384
LPG 16:0,LPG 16:0,LMGP04050008,PG(16:0/0:0),False,NA,6.45962840770124e-05
LPG 16:1,LPG 16:1,LMGP04050013,PG(16:1(9Z)/0:0),False,NA,0.0
LPG 18:0,LPG 18:0,LMGP04050009,PG(18:0/0:0),False,NA,0.0
LPG 18:1,LPG 18:1,LMGP04050006,PG(18:1(9Z)/0:0),False,NA,0.0
LPG 18:2,LPG 18:2,LMGP04050014,"PG(18:2(9Z,12Z)/0:0)",False,NA,0.0
LPG 20:1,LPG 20:1,LMGP04050023,PG(20:1(11Z)/0:0),False,NA,0.0
LPG 22:6,LPG 22:6,LMGP04050016,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",False,NA,0.0
LPI 16:0,LPI 16:0,LMGP06050002,PI(16:0/0:0),False,NA,0.0300380338033109
LPI 16:1,LPI 16:1,LMGP06050009,PI(16:1(9Z)/0:0),False,NA,0.0315136597663275
LPI 18:0,LPI 18:0,LMGP06050004,PI(18:0/0:0),False,NA,0.174705560103602
LPI 18:1,LPI 18:1,LMGP06050005,PI(18:1(9Z)/0:0),False,NA,0.151550395925253
LPI 20:1,LPI 20:1,LMGP06050019,PI(20:1(11Z)/0:0),False,NA,0.0
LPI 20:2,LPI 20:2,LMGP06050020,"PI(20:2(11Z,14Z)/0:0)",False,NA,0.0
LPI 20:3,LPI 20:3,LMGP06050021,"PI(20:3(8Z,11Z,14Z)/0:0)",False,NA,0.0
LPI 20:4,LPI 20:4,LMGP06050006,"PI(20:4(5Z,8Z,11Z,14Z)/0:0)",False,NA,0.0024703985621654
LPS 18:0,LPS 18:0,LMGP03050006,PS(18:0/0:0),False,NA,0.0035477033527572
PA 36:3,PA 36:3,LMGP10010314,"PA(18:0/18:3(9Z,12Z,15Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010905,"PA(16:0/20:3(8Z,11Z,14Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010375,"PA(18:3(6Z,9Z,12Z)/18:0)",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010348,"PA(18:2(9Z,12Z)/18:1(9Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010293,"PA(17:2(9Z,12Z)/19:1(9Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010313,"PA(18:0/18:3(6Z,9Z,12Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010593,"PA(20:3(8Z,11Z,14Z)/16:0)",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010216,"PA(16:1(9Z)/20:2(11Z,14Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010563,"PA(20:2(11Z,14Z)/16:1(9Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010758,"PA(22:2(13Z,16Z)/14:1(9Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010961,"PA(18:1(9Z)/18:2(9Z,12Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010134,"PA(14:1(9Z)/22:2(13Z,16Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010488,"PA(19:1(9Z)/17:2(9Z,12Z))",False,NA,0.0032731075077603
PA 36:3,PA 36:3,LMGP10010405,"PA(18:3(9Z,12Z,15Z)/18:0)",False,NA,0.0032731075077603
PA 38:2,PA 38:2,LMGP10010567,"PA(20:2(11Z,14Z)/18:0)",False,NA,0.0
PA 38:2,PA 38:2,LMGP10010761,"PA(22:2(13Z,16Z)/16:0)",False,NA,0.0
PA 38:2,PA 38:2,LMGP10010354,"PA(18:2(9Z,12Z)/20:0)",False,NA,0.0
PA 38:2,PA 38:2,LMGP10010952,"PA(20:0/18:2(9Z,12Z))",False,NA,0.0
PA 38:2,PA 38:2,LMGP10010300,"PA(17:2(9Z,12Z)/21:0)",False,NA,0.0
PA 38:2,PA 38:2,LMGP10010221,PA(16:1(9Z)/22:1(11Z)),False,NA,0.0
PA 38:2,PA 38:2,LMGP10010965,"PA(18:0/20:2(11Z,14Z))",False,NA,0.0
PA 38:2,PA 38:2,LMGP10010731,PA(22:1(11Z)/16:1(9Z)),False,NA,0.0
PA 38:2,PA 38:2,LMGP10010496,PA(19:1(9Z)/19:1(9Z)),False,NA,0.0
PA 38:2,PA 38:2,LMGP10010959,PA(18:1(9Z)/20:1(11Z)),False,NA,0.0
PA 38:2,PA 38:2,LMGP10010683,"PA(21:0/17:2(9Z,12Z))",False,NA,0.0
PA 38:2,PA 38:2,LMGP10010538,PA(20:1(11Z)/18:1(9Z)),False,NA,0.0
PA 38:2,PA 38:2,LMGP10010198,"PA(16:0/22:2(13Z,16Z))",False,NA,0.0
PA 38:3,PA 38:3,LMGP10010539,"PA(20:1(11Z)/18:2(9Z,12Z))",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010885,"PA(18:0/20:3(8Z,11Z,14Z))",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010222,"PA(16:1(9Z)/22:2(13Z,16Z))",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010598,"PA(20:3(8Z,11Z,14Z)/18:0)",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010332,"PA(18:1(9Z)/20:2(11Z,14Z))",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010762,"PA(22:2(13Z,16Z)/16:1(9Z))",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010516,"PA(20:0/18:3(6Z,9Z,12Z))",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010355,"PA(18:2(9Z,12Z)/20:1(11Z))",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010411,"PA(18:3(9Z,12Z,15Z)/20:0)",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010383,"PA(18:3(6Z,9Z,12Z)/20:0)",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010568,"PA(20:2(11Z,14Z)/18:1(9Z))",False,NA,0.000824978894278
PA 38:3,PA 38:3,LMGP10010517,"PA(20:0/18:3(9Z,12Z,15Z))",False,NA,0.000824978894278
PAO- 32:0,PA O-32:0,LMGP10020021,PA(O-18:0/14:0),True,NA,0.0002376421040566
PAO- 32:0,PA O-32:0,LMGP10020042,PA(O-20:0/12:0),True,NA,0.0002376421040566
PAO- 32:0,PA O-32:0,LMGP10020084,PA(O-16:0/16:0),True,NA,0.0002376421040566
PC 30:0,PC 30:0,LMGP01010481,PC(14:0/16:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010702,PC(17:0/13:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010736,PC(18:0/12:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010560,PC(16:0/14:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010395,PC(10:0/20:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01011265,PC(9:0/21:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010530,PC(15:0/15:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010438,PC(12:0/18:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010461,PC(13:0/17:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010969,PC(19:0/11:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010995,PC(20:0/10:0),False,NA,2.32436415965404
PC 30:0,PC 30:0,LMGP01010416,PC(11:0/19:0),False,NA,2.32436415965404
PC 30:1,PC 30:1,LMGP01011522,PC(17:1(9Z)/13:0),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01011412,PC(15:0/15:1(9Z)),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01011475,PC(16:1(9Z)/14:0),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01011463,PC(16:0/14:1(9Z)),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01011344,PC(13:0/17:1(9Z)),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01010440,PC(12:0/18:1(9Z)),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01011595,PC(18:1(9Z)/12:0),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01011435,PC(15:1(9Z)/15:0),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01011384,PC(14:1(9Z)/16:0),False,NA,1.91085484212716
PC 30:1,PC 30:1,LMGP01010485,PC(14:0/16:1(9Z)),False,NA,1.91085484212716
PC 32:3,PC 32:3,LMGP01011673,"PC(18:3(9Z,12Z,15Z)/14:0)",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01011556,"PC(17:2(9Z,12Z)/15:1(9Z))",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01011642,"PC(18:3(6Z,9Z,12Z)/14:0)",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01011331,"PC(12:0/20:3(8Z,11Z,14Z))",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01011369,"PC(14:0/18:3(6Z,9Z,12Z))",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01011617,"PC(18:2(9Z,12Z)/14:1(9Z))",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01011866,"PC(20:3(8Z,11Z,14Z)/12:0)",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01010497,"PC(14:0/18:3(9Z,12Z,15Z))",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01011391,"PC(14:1(9Z)/18:2(9Z,12Z))",False,NA,0.174769748659488
PC 32:3,PC 32:3,LMGP01011441,"PC(15:1(9Z)/17:2(9Z,12Z))",False,NA,0.174769748659488
PC 34:4,PC 34:4,LMGP01011869,"PC(20:3(8Z,11Z,14Z)/14:1(9Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01012066,"PC(22:4(7Z,10Z,13Z,16Z)/12:0)",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01011678,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01011899,"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01012193,"PC(20:3(5Z,8Z,11Z)/14:1(9Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01010699,"PC(16:2(2E,4E)/18:2(2E,4E))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01011485,"PC(16:1(9Z)/18:3(9Z,12Z,15Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01010731,"PC(17:2(9Z,12Z)/17:2(9Z,12Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01011484,"PC(16:1(9Z)/18:3(6Z,9Z,12Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01012132,"PC(14:1(9Z)/20:3(5Z,8Z,11Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01011337,"PC(12:0/22:4(7Z,10Z,13Z,16Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01011706,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01010604,"PC(16:0/18:4(9E,11E,13E,15E))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01012128,"PC(14:0/20:4(8Z,11Z,14Z,17Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01011647,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01010606,"PC(16:0/18:4(9Z,11E,13E,15Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01010506,"PC(14:0/20:4(5Z,8Z,11Z,14Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01012209,"PC(20:4(8Z,11Z,14Z,17Z)/14:0)",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01010963,"PC(18:4(9Z,11E,13E,15Z)/16:0)",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01011400,"PC(14:1(9Z)/20:3(8Z,11Z,14Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01010608,"PC(16:0/18:4(9Z,11Z,13Z,15Z))",False,NA,0.989224047010366
PC 34:4,PC 34:4,LMGP01010603,"PC(16:0/18:4(6Z,9Z,12Z,15Z))",False,NA,0.989224047010366
PC 34:5,PC 34:5,LMGP01010508,"PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",False,NA,0.202263314483973
PC 34:5,PC 34:5,LMGP01011928,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)",False,NA,0.202263314483973
PC 34:5,PC 34:5,LMGP01011401,"PC(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))",False,NA,0.202263314483973
PC 34:5,PC 34:5,LMGP01010692,"PC(16:1(9Z)/18:4(6Z,9Z,12Z,15Z))",False,NA,0.202263314483973
PC 34:5,PC 34:5,LMGP01011707,"PC(18:4(6Z,9Z,12Z,15Z)/16:1(9Z))",False,NA,0.202263314483973
PC 34:5,PC 34:5,LMGP01011900,"PC(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))",False,NA,0.202263314483973
PC 36:6,PC 36:6,LMGP01012099,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01011492,"PC(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01010952,"PC(18:3(9E,11E,13E)/18:3(9E,11E,13E))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01012134,"PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01010954,"PC(18:3(9Z,11E,13E)/18:3(9Z,11E,13E))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01011654,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01010512,"PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01011684,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01011933,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01011713,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01010960,"PC(18:4(9E,11E,13E,15E)/18:2(9Z,12Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01012235,"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01012135,"PC(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01010956,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01011655,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01012233,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))",False,NA,0.0402603984967849
PC 36:6,PC 36:6,LMGP01011627,"PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",False,NA,0.0402603984967849
PC 38:2,PC 38:2,LMGP01011962,"PC(21:0/17:2(9Z,12Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01010792,"PC(18:0/20:2(8Z,11Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011630,"PC(18:2(9Z,12Z)/20:0)",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011296,"PC(20:0/18:2(9Z,12Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01012011,PC(22:1(11Z)/16:1(9Z)),False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01010788,"PC(18:0/20:2(11Z,14Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01010790,"PC(18:0/20:2(5Z,14Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01010843,PC(18:1(11Z)/20:1(13Z)),False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01010789,"PC(18:0/20:2(5Z,11Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01010791,"PC(18:0/20:2(5Z,8Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011472,"PC(16:0/22:2(13Z,16Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011817,PC(20:1(11Z)/18:1(9Z)),False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01010793,"PC(18:0/20:2(8Z,14Z))",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011607,PC(18:1(9Z)/20:1(11Z)),False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011774,PC(19:1(9Z)/19:1(9Z)),False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011846,"PC(20:2(11Z,14Z)/18:0)",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01012041,"PC(22:2(13Z,16Z)/16:0)",False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011495,PC(16:1(9Z)/22:1(11Z)),False,NA,0.837302051301549
PC 38:2,PC 38:2,LMGP01011575,"PC(17:2(9Z,12Z)/21:0)",False,NA,0.837302051301549
PC 38:3,PC 38:3,LMGP01011688,"PC(18:3(9Z,12Z,15Z)/20:0)",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01010942,"PC(18:2(9Z,12Z)/20:1(13Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011795,"PC(20:0/18:3(9Z,12Z,15Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01012042,"PC(22:2(13Z,16Z)/16:1(9Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011847,"PC(20:2(11Z,14Z)/18:1(9Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01010798,"PC(18:0/20:3(5Z,8Z,14Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011659,"PC(18:3(6Z,9Z,12Z)/20:0)",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01010796,"PC(18:0/20:3(5Z,8Z,11Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01012190,"PC(20:2(11Z,14Z)/18:1(11Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01012153,"PC(18:1(11Z)/20:2(11Z,14Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01010795,"PC(18:0/20:3(5Z,11Z,14Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011818,"PC(20:1(11Z)/18:2(9Z,12Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01010799,"PC(18:0/20:3(8Z,11Z,14Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011794,"PC(20:0/18:3(6Z,9Z,12Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011496,"PC(16:1(9Z)/22:2(13Z,16Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011608,"PC(18:1(9Z)/20:2(11Z,14Z))",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01012196,"PC(20:3(5Z,8Z,11Z)/18:0)",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011877,"PC(20:3(8Z,11Z,14Z)/18:0)",False,NA,0.174818242304183
PC 38:3,PC 38:3,LMGP01011631,"PC(18:2(9Z,12Z)/20:1(11Z))",False,NA,0.174818242304183
PC 38:5,PC 38:5,LMGP01011690,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01012208,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01010647,"PC(16:0/22:5(7Z,10Z,13Z,16Z,19Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011849,"PC(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01010905,"PC(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011720,"PC(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01010805,"PC(18:0/20:5(5Z,8Z,11Z,14Z,17Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01012211,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01010645,"PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01012156,"PC(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011879,"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011633,"PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01012170,"PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01012165,"PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011661,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01012073,"PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011908,"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011497,"PC(16:1(9Z)/22:4(7Z,10Z,13Z,16Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011850,"PC(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01010807,"PC(18:0/20:5(9Z,11Z,13Z,15Z,17Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01012157,"PC(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011821,"PC(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01011937,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)",False,NA,0.968738069010593
PC 38:5,PC 38:5,LMGP01012199,"PC(20:3(5Z,8Z,11Z)/18:2(9Z,12Z))",False,NA,0.968738069010593
PC 38:7,PC 38:7,LMGP01011882,"PC(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01010696,"PC(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01011910,"PC(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01011663,"PC(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01011634,"PC(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01011911,"PC(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01011306,"PC(16:1(7Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01011938,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01011692,"PC(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01012103,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",False,NA,0.0553177346049358
PC 38:7,PC 38:7,LMGP01011722,"PC(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",False,NA,0.0553177346049358
